# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00064084	201	216		752	767	14	0.067	d10	R	-	A	0.47
TCONS_00064084	165	180		752	767	14	0.067	d10	R	-	A	0.47
TCONS_00097687	1553	1568		704	719	14	0.067	d11	R	+	A	0.47
TCONS_00011596	216	231		813	828	14	0.067	d5	Y	-	P	0.67
TCONS_00011596	299	315		811	827	15	0.062	b7	Y	-	P	0.62
TCONS_00011600	214	229		813	828	14	0.067	d5	Y	-	P	0.67
TCONS_00011600	297	313		811	827	15	0.062	b7	Y	-	P	0.62
TCONS_00011601	216	231		813	828	14	0.067	d5	Y	-	P	0.67
TCONS_00011601	299	315		811	827	15	0.062	b7	Y	-	P	0.62
TCONS_00020546	250	266		89	105	15	0.062	o4	Y	+	P	0.19
TCONS_00076444	4072	4089		87	104	16	0.059	o7	M	+	P	0.18
TCONS_00082787	1486	1502		87	103	15	0.062	o1	Y	+	P	0.12
TCONS_00082787	1474	1489		88	103	14	0.067	o13	M	+	P	0.13
TCONS_00082787	1475	1491		87	103	15	0.062	o3	M	+	A	0.12
TCONS_00091949	1925	1941		87	103	15	0.062	o13	R	+	A	0.12
TCONS_00091950	1925	1941		87	103	15	0.062	o13	R	+	A	0.12
TCONS_00097687	1192	1208		87	103	15	0.062	o2	Y	+	P	0.12
TCONS_00140475	1817	1832		89	104	14	0.067	o9	M	+	P	0.13
TCONS_00140475	1821	1837		88	104	15	0.062	o10	M	+	A	0.12
TCONS_00140475	2265	2281		87	103	15	0.062	t1	M	+	P	0.12
TCONS_00140475	2267	2283		89	105	15	0.062	t14	M	+	P	0.19
TCONS_00140475	2266	2282		88	104	16	0		M	+	A	0.19
TCONS_00140475	2312	2327		88	103	14	0.067	o11	M	+	P	0.13
TCONS_00140475	2313	2329		87	103	15	0.062	o5	M	+	A	0.12
TCONS_00140794	423	439		87	103	15	0.062	t1	M	+	P	0.12
TCONS_00140794	421	436		87	102	14	0.067	t1	M	+	A	0.13
TCONS_00140794	417	434		89	106	16	0.059	o13	M	+	A	0.29
TCONS_00140794	424	440		88	104	16	0		M	+	A	0.19
TCONS_00151055	1420	1436		87	103	16	0		Y	+	P	0.12
TCONS_00151055	1550	1566		87	103	15	0.062	t13	R	+	A	0.12
TCONS_00152778	766	781		87	102	15	0		R	+	A	0.13
TCONS_00201401	591	606		87	102	14	0.067	t2	R	+	A	0.13
TCONS_00029122	226	241		438	453	14	0.067	d7	Y	+	P	0.73
TCONS_00064084	401	416		3	18	14	0.067	d6	R	-	A	0.47
TCONS_00011596	218	233		301	316	14	0.067	t6	Y	-	P	0.67
TCONS_00011596	228	243		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011596	233	248		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011596	238	253		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011600	216	231		301	316	14	0.067	t6	Y	-	P	0.67
TCONS_00011600	226	241		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011600	231	246		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011600	236	251		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011601	218	233		301	316	14	0.067	t6	Y	-	P	0.67
TCONS_00011601	228	243		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011601	233	248		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00011601	238	253		301	316	14	0.067	t7	Y	-	P	0.73
TCONS_00068500	488	503		300	315	14	0.067	o9	Y	-	P	0.67
TCONS_00075522	77	92		314	329	14	0.067	d10	Y	-	P	0.4
TCONS_00079871	372	387		282	297	14	0.067	t9	Y	-	P	0.53
TCONS_00011596	356	371		108	123	14	0.067	t5	Y	-	P	0.47
TCONS_00011600	354	369		108	123	14	0.067	t5	Y	-	P	0.47
TCONS_00011601	356	371		108	123	14	0.067	t5	Y	-	P	0.47
TCONS_00052443	5986	6001		109	124	14	0.067	t7	R	-	A	0.33
TCONS_00064084	389	404		104	119	14	0.067	d3	R	-	A	0.4
TCONS_00140477	238	253		111	126	14	0.067	o6	Y	-	P	0.4
TCONS_00167180	1116	1131		110	125	14	0.067	o2	M	-	A	0.4
TCONS_00140475	2325	2340		247	262	15	0		Y	-	P	0.27
TCONS_00140475	1831	1846		248	263	14	0.067	t7	M	-	P	0.2
TCONS_00140475	1837	1852		248	263	14	0.067	t7	M	-	P	0.2
TCONS_00140475	1843	1858		248	263	14	0.067	t7	M	-	P	0.2
TCONS_00140475	1849	1864		248	263	14	0.067	t7	M	-	P	0.2
TCONS_00140475	1855	1870		248	263	14	0.067	t7	M	-	P	0.2
TCONS_00140475	1853	1868		248	263	14	0.067	t7	M	-	A	0.2
TCONS_00140475	1847	1862		248	263	14	0.067	t7	M	-	A	0.2
TCONS_00140475	1841	1856		248	263	14	0.067	t7	M	-	A	0.2
TCONS_00140475	1835	1850		248	263	14	0.067	t7	M	-	A	0.2
TCONS_00140475	1829	1844		248	263	14	0.067	t7	M	-	A	0.2
TCONS_00140477	623	638		248	263	14	0.067	t7	M	-	P	0.2
TCONS_00201716	1454	1469		247	262	14	0.067	t4	M	-	A	0.27
TCONS_00052443	2698	2713		217	232	14	0.067	t8	M	-	A	0.27
TCONS_00063256	4785	4800		217	232	14	0.067	o4	M	-	P	0.27
TCONS_00067531	325	341		216	232	15	0.062	t12	M	-	A	0.31
TCONS_00075522	77	92		224	239	14	0.067	t7	Y	-	P	0.4
TCONS_00118745	789	804		224	239	14	0.067	o5	R	-	A	0.47
TCONS_00201716	1451	1466		225	240	14	0.067	t8	M	-	A	0.4
TCONS_00052443	6427	6442		266	281	14	0.067	d9	M	-	A	0.4
TCONS_00039411	7056	7071		368	383	14	0.067	t2	Y	-	P	0.4
TCONS_00064084	366	381		368	383	14	0.067	t7	R	-	A	0.4
TCONS_00067531	322	337		364	379	14	0.067	t10	M	-	P	0.27
TCONS_00067531	323	338		364	379	14	0.067	t10	M	-	A	0.27
TCONS_00076444	2014	2030		364	380	15	0.062	t5	Y	-	P	0.38
TCONS_00201716	1454	1469		371	386	14	0.067	t11	M	-	A	0.33
TCONS_00064084	471	487		973	989	15	0.062	t1	R	+	A	0.5
TCONS_00064084	550	566		973	989	15	0.062	t1	R	+	A	0.5
TCONS_00190253	2787	2803		973	989	15	0.062	t1	Y	+	P	0.5
TCONS_00190254	2788	2804		973	989	15	0.062	t1	Y	+	P	0.5
TCONS_00190258	2787	2803		973	989	15	0.062	t1	Y	+	P	0.5
TCONS_00067824	1240	1255		642	657	14	0.067	d4	R	-	A	0.67
TCONS_00064084	449	464		803	818	14	0.067	o11	R	-	A	0.6
TCONS_00065788	1766	1781		842	857	14	0.067	t8	R	-	A	0.67
TCONS_00065789	1769	1784		842	857	14	0.067	t8	R	-	A	0.67
TCONS_00011596	225	244		864	883	18	0.053	t11	Y	-	P	0.68
TCONS_00011596	255	270		868	883	14	0.067	t13	Y	-	P	0.6
TCONS_00011596	206	224		864	882	18	0		Y	-	P	0.72
TCONS_00011596	348	364		866	882	15	0.062	t4	Y	-	P	0.62
TCONS_00011596	232	249		864	881	16	0.059	t11	Y	-	P	0.76
TCONS_00011596	237	254		864	881	16	0.059	t11	Y	-	P	0.76
TCONS_00011600	223	242		864	883	18	0.053	t11	Y	-	P	0.68
TCONS_00011600	253	268		868	883	14	0.067	t13	Y	-	P	0.6
TCONS_00011600	204	222		864	882	18	0		Y	-	P	0.72
TCONS_00011600	346	362		866	882	15	0.062	t4	Y	-	P	0.62
TCONS_00011600	230	247		864	881	16	0.059	t11	Y	-	P	0.76
TCONS_00011600	235	252		864	881	16	0.059	t11	Y	-	P	0.76
TCONS_00011601	225	244		864	883	18	0.053	t11	Y	-	P	0.68
TCONS_00011601	255	270		868	883	14	0.067	t13	Y	-	P	0.6
TCONS_00011601	206	224		864	882	18	0		Y	-	P	0.72
TCONS_00011601	348	364		866	882	15	0.062	t4	Y	-	P	0.62
TCONS_00011601	232	249		864	881	16	0.059	t11	Y	-	P	0.76
TCONS_00011601	237	254		864	881	16	0.059	t11	Y	-	P	0.76
TCONS_00071317	1262	1277		864	879	14	0.067	t2	Y	-	P	0.67
TCONS_00201716	1437	1452		863	878	14	0.067	t2	R	-	A	0.73
TCONS_00092424	2555	2570		563	578	14	0.067	d11	Y	-	P	0.2
TCONS_00167741	823	839		563	579	15	0.062	d11	Y	-	P	0.19
TCONS_00064084	2290	2305		648	663	14	0.067	d7	M	+	P	0.13
TCONS_00064084	2290	2310		656	676	18	0.1	d7d15	M	+	P	0.1
TCONS_00064084	354	370		376	392	15	0.062	d9	R	+	A	0.44
TCONS_00071317	1245	1260		377	392	14	0.067	d8	Y	+	P	0.4
TCONS_00076444	4003	4018		377	392	14	0.067	d8	Y	+	P	0.4
TCONS_00064084	389	404		839	854	14	0.067	d4	R	+	A	0.47
TCONS_00140475	480	495		877	892	14	0.067	o9	M	-	A	0.73
TCONS_00011596	273	291		42	60	17	0.056	t11	Y	+	P	0.61
TCONS_00011600	271	289		42	60	17	0.056	t11	Y	+	P	0.61
TCONS_00011601	273	291		42	60	17	0.056	t11	Y	+	P	0.61
TCONS_00029122	221	236		49	64	14	0.067	o3	Y	+	P	0.6
TCONS_00064084	347	367		44	64	18	0.1	t8t18	R	+	A	0.55
TCONS_00065788	1867	1883		54	70	15	0.062	d10	R	+	A	0.62
TCONS_00065789	1870	1886		54	70	15	0.062	d10	R	+	A	0.62
TCONS_00140477	296	312		42	58	15	0.062	t7	R	+	A	0.56
TCONS_00141346	1458	1475		46	63	16	0.059	t5	R	+	A	0.65
TCONS_00201401	566	581		183	198	14	0.067	d10	R	+	A	0.47
TCONS_00064084	130	146		898	914	15	0.062	d2	R	-	A	0.38
TCONS_00011596	223	238		206	221	14	0.067	d7	Y	-	P	0.6
TCONS_00011600	221	236		206	221	14	0.067	d7	Y	-	P	0.6
TCONS_00011601	223	238		206	221	14	0.067	d7	Y	-	P	0.6
TCONS_00170397	2192	2207		208	223	14	0.067	d5	R	-	A	0.53
TCONS_00052443	2336	2351		91	106	14	0.067	o4	Y	+	P	0.33
TCONS_00167746	1292	1307		438	453	14	0.067	d9	Y	+	P	0.33
TCONS_00108869	790	806		8	24	15	0.062	b2	M	+	P	0.19
TCONS_00011596	221	251		764	794	28	0.067	t10t24	Y	-	P	0.7
TCONS_00011596	223	253		762	792	27	0.1	d1t12t26	Y	-	P	0.67
TCONS_00011596	251	273		772	794	20	0.091	t1t10	Y	-	P	0.64
TCONS_00011596	225	255		765	795	27	0.1	t9t24t28	Y	-	P	0.67
TCONS_00011596	231	261		764	794	27	0.1	t5t10t25	Y	-	P	0.7
TCONS_00011596	231	261		764	794	27	0.1	t5t10t25	Y	-	P	0.7
TCONS_00011596	236	266		764	794	28	0.067	t3t25	Y	-	P	0.7
TCONS_00011596	238	268		762	792	27	0.1	d1t5t27	Y	-	P	0.67
TCONS_00011596	211	236		764	789	23	0.08	t9t23	Y	-	P	0.68
TCONS_00011596	213	238		762	787	23	0.08	d1t11	Y	-	P	0.68
TCONS_00011596	227	248		762	783	19	0.095	d1t12	Y	-	P	0.71
TCONS_00011600	219	249		764	794	28	0.067	t10t24	Y	-	P	0.7
TCONS_00011600	221	251		762	792	27	0.1	d1t12t26	Y	-	P	0.67
TCONS_00011600	249	271		772	794	20	0.091	t1t10	Y	-	P	0.64
TCONS_00011600	223	253		765	795	27	0.1	t9t24t28	Y	-	P	0.67
TCONS_00011600	229	259		764	794	27	0.1	t5t10t25	Y	-	P	0.7
TCONS_00011600	229	259		764	794	27	0.1	t5t10t25	Y	-	P	0.7
TCONS_00011600	234	264		764	794	28	0.067	t3t25	Y	-	P	0.7
TCONS_00011600	236	266		762	792	27	0.1	d1t5t27	Y	-	P	0.67
TCONS_00011600	209	234		764	789	23	0.08	t9t23	Y	-	P	0.68
TCONS_00011600	211	236		762	787	23	0.08	d1t11	Y	-	P	0.68
TCONS_00011600	225	246		762	783	19	0.095	d1t12	Y	-	P	0.71
TCONS_00011601	221	251		764	794	28	0.067	t10t24	Y	-	P	0.7
TCONS_00011601	223	253		762	792	27	0.1	d1t12t26	Y	-	P	0.67
TCONS_00011601	251	273		772	794	20	0.091	t1t10	Y	-	P	0.64
TCONS_00011601	225	255		765	795	27	0.1	t9t24t28	Y	-	P	0.67
TCONS_00011601	231	261		764	794	27	0.1	t5t10t25	Y	-	P	0.7
TCONS_00011601	231	261		764	794	27	0.1	t5t10t25	Y	-	P	0.7
TCONS_00011601	236	266		764	794	28	0.067	t3t25	Y	-	P	0.7
TCONS_00011601	238	268		762	792	27	0.1	d1t5t27	Y	-	P	0.67
TCONS_00011601	211	236		764	789	23	0.08	t9t23	Y	-	P	0.68
TCONS_00011601	213	238		762	787	23	0.08	d1t11	Y	-	P	0.68
TCONS_00011601	227	248		762	783	19	0.095	d1t12	Y	-	P	0.71
TCONS_00039408	1871	1887		776	792	15	0.062	o3	Y	-	P	0.69
TCONS_00039410	1871	1887		776	792	15	0.062	o3	Y	-	P	0.69
TCONS_00065788	1869	1889		768	788	18	0.1	t7t17	R	-	A	0.75
TCONS_00065789	1872	1892		768	788	18	0.1	t7t17	R	-	A	0.75
TCONS_00067824	1253	1268		771	786	14	0.067	o13	R	-	A	0.67
TCONS_00071317	1625	1640		775	790	14	0.067	t12	M	-	A	0.67
TCONS_00079871	378	394		772	788	15	0.062	t3	Y	-	P	0.75
TCONS_00118745	3227	3242		777	792	14	0.067	o13	M	-	P	0.73
TCONS_00118745	3230	3245		777	792	14	0.067	t13	M	-	A	0.73
TCONS_00178142	40	55		775	790	14	0.067	o1	M	-	A	0.67
TCONS_00190253	3345	3363		776	794	17	0.056	o9	Y	-	P	0.78
TCONS_00190253	3345	3360		764	779	14	0.067	o6	Y	-	P	0.73
TCONS_00190254	3346	3364		776	794	17	0.056	o9	Y	-	P	0.78
TCONS_00190254	3346	3361		764	779	14	0.067	o6	Y	-	P	0.73
TCONS_00190258	3345	3363		776	794	17	0.056	o9	Y	-	P	0.78
TCONS_00190258	3345	3360		764	779	14	0.067	o6	Y	-	P	0.73
TCONS_00021426	130	151		387	408	19	0.095	b5t16	R	+	A	0.48
TCONS_00021426	6	26		385	405	18	0.1	o5d7	M	+	P	0.45
TCONS_00021426	8	26		394	412	17	0.056	b14	M	+	A	0.5
TCONS_00021427	6	26		385	405	18	0.1	o5d7	M	+	P	0.45
TCONS_00021427	8	26		394	412	17	0.056	b14	M	+	A	0.5
TCONS_00073523	757	772		393	408	14	0.067	o11	Y	+	P	0.47
TCONS_00073525	757	772		393	408	14	0.067	o11	Y	+	P	0.47
TCONS_00108869	937	958		387	408	19	0.095	b5o11	R	+	A	0.43
TCONS_00140477	1022	1038		383	399	15	0.062	d9	Y	+	P	0.44
TCONS_00140477	1070	1091		377	398	19	0.095	b5b15	Y	+	P	0.38
TCONS_00140477	1066	1082		383	399	15	0.062	b9	Y	+	P	0.44
TCONS_00140477	1124	1139		377	392	14	0.067	b5	Y	+	P	0.4
TCONS_00140477	1172	1187		377	392	14	0.067	b5	Y	+	P	0.4
TCONS_00140477	1168	1184		383	399	15	0.062	b9	Y	+	P	0.44
TCONS_00140477	1220	1235		377	392	14	0.067	b5	Y	+	P	0.4
TCONS_00140477	1216	1232		383	399	15	0.062	b9	Y	+	P	0.44
TCONS_00011596	252	267		878	893	14	0.067	d8	Y	+	P	0.6
TCONS_00011600	250	265		878	893	14	0.067	d8	Y	+	P	0.6
TCONS_00011601	252	267		878	893	14	0.067	d8	Y	+	P	0.6
TCONS_00039408	7204	7220		353	369	15	0.062	b11	M	-	A	0.69
TCONS_00063256	1151	1166		337	352	14	0.067	o2	Y	-	P	0.67
TCONS_00070550	146	161		335	350	14	0.067	o6	Y	-	P	0.73
TCONS_00021426	222	238		759	775	15	0.062	d8	R	+	A	0.38
TCONS_00140475	2267	2282		232	247	14	0.067	d12	M	-	P	0.13
TCONS_00140475	2267	2282		233	248	14	0.067	d11	M	-	A	0.13
TCONS_00140794	425	440		232	247	14	0.067	d12	M	-	P	0.13
TCONS_00140794	425	440		233	248	14	0.067	d11	M	-	A	0.13
TCONS_00151055	1420	1437		232	249	16	0.059	d12	Y	-	P	0.12
TCONS_00152778	766	781		234	249	14	0.067	d10	R	-	A	0.13
TCONS_00076444	2020	2037		275	292	16	0.059	t12	Y	+	P	0.41
TCONS_00052443	5967	5983		828	844	15	0.062	o1	R	+	A	0.69
TCONS_00052443	5965	5981		830	846	15	0.062	t14	R	+	A	0.75
TCONS_00065788	1870	1887		829	846	16	0.059	t8	R	+	A	0.76
TCONS_00065789	1873	1890		829	846	16	0.059	t8	R	+	A	0.76
TCONS_00067824	1242	1257		828	843	14	0.067	t5	R	+	A	0.67
TCONS_00064084	411	428		886	903	16	0.059	d7	R	+	A	0.47
TCONS_00011596	226	242		942	958	15	0.062	d5	Y	+	P	0.69
TCONS_00011596	232	247		943	958	14	0.067	d4	Y	+	P	0.73
TCONS_00011596	237	252		943	958	14	0.067	d4	Y	+	P	0.73
TCONS_00011600	224	240		942	958	15	0.062	d5	Y	+	P	0.69
TCONS_00011600	230	245		943	958	14	0.067	d4	Y	+	P	0.73
TCONS_00011600	235	250		943	958	14	0.067	d4	Y	+	P	0.73
TCONS_00011601	226	242		942	958	15	0.062	d5	Y	+	P	0.69
TCONS_00011601	232	247		943	958	14	0.067	d4	Y	+	P	0.73
TCONS_00011601	237	252		943	958	14	0.067	d4	Y	+	P	0.73
TCONS_00021426	8	24		445	461	15	0.062	b3	M	-	A	0.5
TCONS_00021427	8	24		445	461	15	0.062	b3	M	-	A	0.5
TCONS_00065788	1872	1888		738	754	15	0.062	d9	R	-	A	0.88
TCONS_00065789	1875	1891		738	754	15	0.062	d9	R	-	A	0.88
TCONS_00151055	694	709		736	751	14	0.067	d11	M	-	P	0.87
TCONS_00065788	1872	1887		86	101	14	0.067	d1	R	+	A	0.8
TCONS_00065789	1875	1890		86	101	14	0.067	d1	R	+	A	0.8
TCONS_00021426	231	246		784	799	14	0.067	d11	R	-	A	0.6
TCONS_00064084	335	350		774	789	14	0.067	d8	R	-	A	0.4
TCONS_00064084	619	634		774	789	14	0.067	d8	R	-	A	0.4
TCONS_00064084	469	487		963	981	17	0.056	d7	R	-	A	0.44
TCONS_00064084	548	566		963	981	17	0.056	d7	R	-	A	0.44
TCONS_00064084	624	640		964	980	15	0.062	d6	R	-	A	0.5
TCONS_00064084	521	536		963	978	14	0.067	d7	R	-	A	0.47
TCONS_00190253	2787	2804		964	981	16	0.059	d6	Y	-	P	0.47
TCONS_00190254	2788	2805		964	981	16	0.059	d6	Y	-	P	0.47
TCONS_00190258	2787	2804		964	981	16	0.059	d6	Y	-	P	0.47
TCONS_00011596	309	325		229	245	15	0.062	t5	Y	-	P	0.69
TCONS_00011596	275	291		232	248	15	0.062	t13	Y	-	P	0.69
TCONS_00011600	307	323		229	245	15	0.062	t5	Y	-	P	0.69
TCONS_00011600	273	289		232	248	15	0.062	t13	Y	-	P	0.69
TCONS_00011601	309	325		229	245	15	0.062	t5	Y	-	P	0.69
TCONS_00011601	275	291		232	248	15	0.062	t13	Y	-	P	0.69
TCONS_00021426	129	144		229	244	14	0.067	t3	R	-	A	0.67
TCONS_00029122	223	242		270	289	18	0.053	o17	Y	-	P	0.58
TCONS_00029122	226	242		252	268	15	0.062	t5	Y	-	P	0.62
TCONS_00039405	1659	1674		261	276	14	0.067	o11	R	-	A	0.73
TCONS_00039410	2089	2104		265	280	14	0.067	t11	R	-	A	0.6
TCONS_00039411	3029	3044		261	276	14	0.067	o11	R	-	A	0.73
TCONS_00039411	2089	2104		265	280	14	0.067	t11	R	-	A	0.6
TCONS_00039413	2089	2104		265	280	14	0.067	t11	R	-	A	0.6
TCONS_00039418	2089	2104		265	280	14	0.067	t11	R	-	A	0.6
TCONS_00039419	3044	3059		265	280	14	0.067	t11	R	-	A	0.6
TCONS_00051592	1332	1347		245	260	14	0.067	o11	M	-	P	0.53
TCONS_00052443	5955	5972		269	286	16	0.059	t6	R	-	A	0.65
TCONS_00052443	5955	5973		251	269	18	0		R	-	A	0.67
TCONS_00052443	6075	6090		252	267	14	0.067	t11	R	-	A	0.53
TCONS_00052443	6095	6110		242	257	14	0.067	t13	R	-	A	0.6
TCONS_00052443	6095	6112		230	247	16	0.059	t5	R	-	A	0.71
TCONS_00067824	1589	1604		274	289	14	0.067	o5	Y	-	P	0.67
TCONS_00067824	1249	1264		271	286	14	0.067	t8	R	-	A	0.67
TCONS_00068500	1442	1457		254	269	14	0.067	o4	R	-	A	0.6
TCONS_00071317	1269	1284		251	266	14	0.067	t11	Y	-	P	0.6
TCONS_00071317	2986	3001		248	263	14	0.067	o5	M	-	A	0.53
TCONS_00076444	640	655		248	263	14	0.067	t3	R	-	A	0.53
TCONS_00140475	478	494		254	270	15	0.062	o11	M	-	A	0.62
TCONS_00151055	1433	1448		270	285	14	0.067	t1	M	-	A	0.6
TCONS_00167180	1039	1054		277	292	14	0.067	d13	M	-	A	0.53
TCONS_00055749	3980	3995		867	882	14	0.067	b7	M	+	A	0.8
TCONS_00055750	4262	4277		867	882	14	0.067	b7	M	+	A	0.8
TCONS_00167746	1295	1310		304	319	14	0.067	d1	Y	-	P	0.27
TCONS_00087986	362	377		876	891	14	0.067	b9	M	-	P	0.6
TCONS_00052443	6426	6443		402	419	16	0.059	d6	M	-	A	0.35
TCONS_00052443	5966	5981		963	978	14	0.067	d4	R	-	A	0.8
TCONS_00071317	1257	1272		441	456	14	0.067	d8	Y	+	P	0.6
TCONS_00021426	222	238		603	619	15	0.062	t12	R	+	A	0.31
TCONS_00167746	1290	1310		599	619	18	0.1	d2t5	Y	+	P	0.25
TCONS_00064084	2282	2297		678	693	14	0.067	d13	M	+	P	0.2
TCONS_00201401	584	600		678	694	15	0.062	b13	R	+	A	0.25
TCONS_00140477	286	301		708	723	14	0.067	b7	R	+	A	0.27
TCONS_00052443	5708	5723		889	904	14	0.067	t9	M	+	P	0.13
TCONS_00064084	2284	2304		884	904	18	0.1	d4t14	M	+	A	0.1
TCONS_00092424	2558	2573		889	904	14	0.067	t9	Y	+	P	0.13
TCONS_00052443	5986	6007		684	705	19	0.095	t16b18	R	-	A	0.29
TCONS_00052443	5984	6004		682	702	18	0.1	o1t18	R	-	A	0.35
TCONS_00052443	5982	6002		680	700	18	0.1	o1o3	R	-	A	0.35
TCONS_00052443	2699	2714		680	695	14	0.067	t5	M	-	A	0.27
TCONS_00063124	2773	2788		686	701	14	0.067	o4	M	-	A	0.33
TCONS_00167180	2876	2891		680	695	14	0.067	t9	R	-	A	0.33
TCONS_00167741	1424	1439		697	712	14	0.067	d5	Y	-	P	0.27
TCONS_00011596	210	225		480	495	14	0.067	t3	Y	+	P	0.67
TCONS_00011596	333	354		495	516	19	0.095	t4t10	Y	+	P	0.57
TCONS_00011596	221	243		495	517	20	0.091	t1t15	Y	+	P	0.64
TCONS_00011596	223	253		497	527	27	0.1	t13t20t25	Y	+	P	0.63
TCONS_00011596	224	254		498	528	27	0.1	t12t19t24	Y	+	P	0.63
TCONS_00011596	225	255		499	529	27	0.1	t11t18t23	Y	+	P	0.63
TCONS_00011596	221	243		495	517	20	0.091	t1t15	Y	+	P	0.64
TCONS_00011596	223	253		497	527	27	0.1	t13t20t25	Y	+	P	0.63
TCONS_00011596	224	254		498	528	27	0.1	t12t19t24	Y	+	P	0.63
TCONS_00011596	225	255		499	529	27	0.1	t11t18t23	Y	+	P	0.63
TCONS_00011596	217	238		501	522	19	0.095	t8t16	Y	+	P	0.67
TCONS_00011596	226	246		510	530	18	0.1	t7t12	Y	+	P	0.65
TCONS_00011596	237	253		501	517	15	0.062	t9	Y	+	P	0.75
TCONS_00011596	232	253		501	522	19	0.095	t9t16	Y	+	P	0.71
TCONS_00011596	298	313		500	515	14	0.067	o9	Y	+	P	0.6
TCONS_00011596	351	366		500	515	14	0.067	t5	Y	+	P	0.6
TCONS_00011596	219	240		523	544	19	0.095	t6t13	Y	+	P	0.62
TCONS_00011596	233	255		537	559	20	0.091	d7t10	Y	+	P	0.68
TCONS_00011596	244	265		548	569	19	0.095	t11d16	Y	+	P	0.62
TCONS_00011596	234	255		523	544	19	0.095	t7t13	Y	+	P	0.67
TCONS_00011596	339	359		521	541	18	0.1	t1t4	Y	+	P	0.6
TCONS_00011596	341	362		523	544	19	0.095	t2t18	Y	+	P	0.57
TCONS_00011596	344	364		526	546	18	0.1	t15d18	Y	+	P	0.6
TCONS_00011596	227	247		546	566	18	0.1	t1d18	Y	+	P	0.7
TCONS_00011596	229	250		548	569	19	0.095	d16t18	Y	+	P	0.67
TCONS_00011596	206	223		530	547	16	0.059	d14	Y	+	P	0.65
TCONS_00011596	227	250		541	564	21	0.087	d3t6	Y	+	P	0.7
TCONS_00011596	231	252		545	566	19	0.095	t2d19	Y	+	P	0.71
TCONS_00011596	234	256		548	570	20	0.091	d16t18	Y	+	P	0.64
TCONS_00011596	209	225		548	564	15	0.062	t3	Y	+	P	0.69
TCONS_00011600	208	223		480	495	14	0.067	t3	Y	+	P	0.67
TCONS_00011600	331	352		495	516	19	0.095	t4t10	Y	+	P	0.57
TCONS_00011600	219	241		495	517	20	0.091	t1t15	Y	+	P	0.64
TCONS_00011600	221	251		497	527	27	0.1	t13t20t25	Y	+	P	0.63
TCONS_00011600	222	252		498	528	27	0.1	t12t19t24	Y	+	P	0.63
TCONS_00011600	223	253		499	529	27	0.1	t11t18t23	Y	+	P	0.63
TCONS_00011600	219	241		495	517	20	0.091	t1t15	Y	+	P	0.64
TCONS_00011600	221	251		497	527	27	0.1	t13t20t25	Y	+	P	0.63
TCONS_00011600	222	252		498	528	27	0.1	t12t19t24	Y	+	P	0.63
TCONS_00011600	223	253		499	529	27	0.1	t11t18t23	Y	+	P	0.63
TCONS_00011600	215	236		501	522	19	0.095	t8t16	Y	+	P	0.67
TCONS_00011600	224	244		510	530	18	0.1	t7t12	Y	+	P	0.65
TCONS_00011600	235	251		501	517	15	0.062	t9	Y	+	P	0.75
TCONS_00011600	230	251		501	522	19	0.095	t9t16	Y	+	P	0.71
TCONS_00011600	296	311		500	515	14	0.067	o9	Y	+	P	0.6
TCONS_00011600	349	364		500	515	14	0.067	t5	Y	+	P	0.6
TCONS_00011600	217	238		523	544	19	0.095	t6t13	Y	+	P	0.62
TCONS_00011600	231	253		537	559	20	0.091	d7t10	Y	+	P	0.68
TCONS_00011600	242	263		548	569	19	0.095	t11d16	Y	+	P	0.62
TCONS_00011600	232	253		523	544	19	0.095	t7t13	Y	+	P	0.67
TCONS_00011600	337	357		521	541	18	0.1	t1t4	Y	+	P	0.6
TCONS_00011600	339	360		523	544	19	0.095	t2t18	Y	+	P	0.57
TCONS_00011600	342	362		526	546	18	0.1	t15d18	Y	+	P	0.6
TCONS_00011600	225	245		546	566	18	0.1	t1d18	Y	+	P	0.7
TCONS_00011600	227	248		548	569	19	0.095	d16t18	Y	+	P	0.67
TCONS_00011600	204	221		530	547	16	0.059	d14	Y	+	P	0.65
TCONS_00011600	225	248		541	564	21	0.087	d3t6	Y	+	P	0.7
TCONS_00011600	229	250		545	566	19	0.095	t2d19	Y	+	P	0.71
TCONS_00011600	232	254		548	570	20	0.091	d16t18	Y	+	P	0.64
TCONS_00011600	207	223		548	564	15	0.062	t3	Y	+	P	0.69
TCONS_00011601	210	225		480	495	14	0.067	t3	Y	+	P	0.67
TCONS_00011601	333	354		495	516	19	0.095	t4t10	Y	+	P	0.57
TCONS_00011601	221	243		495	517	20	0.091	t1t15	Y	+	P	0.64
TCONS_00011601	223	253		497	527	27	0.1	t13t20t25	Y	+	P	0.63
TCONS_00011601	224	254		498	528	27	0.1	t12t19t24	Y	+	P	0.63
